Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
SPROHSA111411	SPROHSA111411	SPROHSA111411		96	false	false		SPROHSA111411		11.46	1.0000	0.9825	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA133970, SPROHSA340102
SPROHSA111475	SPROHSA111475	SPROHSA111475		90	false	false		SPROHSA111475		12.22	1.0000	0.9986	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA111477, SPROHSA343370
SPROHSA111513	SPROHSA111513	SPROHSA111513		83	false	false		SPROHSA111513		25.30	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	14M(15.9949)		SPROHSA13519, SPROHSA136682, SPROHSA136684, SPROHSA210028, SPROHSA289430, SPROHSA349171, SPROHSA44546, SPROHSA64485, SPROHSA7700, SPROHSA81887, SPROHSA81889
SPROHSA111524	SPROHSA111524	SPROHSA111524		81	false	false		SPROHSA111524		23.46	1.0000	0.9945	0.00000000000000	2	0	2	5	0	5	     0	     0	     0			SPROHSA254661, SPROHSA357441
SPROHSA111526	SPROHSA111526	SPROHSA111526		75	false	false		SPROHSA111526		12.00	1.0000	0.9835	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA11700, SPROHSA131223, SPROHSA2079, SPROHSA209594, SPROHSA219361, SPROHSA27972, SPROHSA285948, SPROHSA301494, SPROHSA319600, SPROHSA320858, SPROHSA337014, SPROHSA338220, SPROHSA358088, SPROHSA994
SPROHSA111597	SPROHSA111597	SPROHSA111597		23	false	false		SPROHSA111597		39.13	1.0000	0.9963	0.00000000000000	1	0	1	2	0	2	     0	     0	     0	1Q(-17.0265)		SPROHSA127490, SPROHSA163599, SPROHSA172593, SPROHSA29896, SPROHSA326813, SPROHSA335500, SPROHSA381408, SPROHSA72773, SPROHSA91650
SPROHSA111667	SPROHSA111667	SPROHSA111667		94	false	false		SPROHSA111667		11.70	1.0000	0.9940	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA17917
SPROHSA111703	SPROHSA111703	SPROHSA111703		69	false	false		SPROHSA111703		21.74	1.0000	0.9957	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA113061, SPROHSA115004, SPROHSA129703, SPROHSA129705, SPROHSA176646, SPROHSA229296, SPROHSA229298, SPROHSA261181, SPROHSA261183, SPROHSA281402, SPROHSA281403, SPROHSA308715, SPROHSA338172, SPROHSA368289, SPROHSA42613, SPROHSA42615, SPROHSA5517, SPROHSA92365, SPROHSA92366
SPROHSA111838	SPROHSA111838	SPROHSA111838		100	false	false		SPROHSA111838		19.00	1.0000	0.9983	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA175839, SPROHSA32428
SPROHSA111887	SPROHSA111887	SPROHSA111887		89	false	false		SPROHSA111887		13.48	1.0000	0.9780	0.00214745884037	1	0	1	1	0	1	     0	     0	     0			SPROHSA243855, SPROHSA327575, SPROHSA343537, SPROHSA77406, SPROHSA9836
SPROHSA111915	SPROHSA111915	SPROHSA111915		69	false	false		SPROHSA111915		14.49	1.0000	0.9869	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA116591, SPROHSA17826
SPROHSA111956	SPROHSA111956	SPROHSA111956		87	false	false		SPROHSA111956		12.64	1.0000	0.9977	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA111957, SPROHSA172776, SPROHSA172777, SPROHSA21470, SPROHSA21471, SPROHSA2510, SPROHSA2511, SPROHSA295774, SPROHSA295775, SPROHSA323666, SPROHSA323667
SPROHSA111998	SPROHSA111998	SPROHSA111998		42	false	false		SPROHSA111998		21.43	1.0000	0.9882	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA111999, SPROHSA112000, SPROHSA138496, SPROHSA182451, SPROHSA182452, SPROHSA182453, SPROHSA23369, SPROHSA23370, SPROHSA293345, SPROHSA293346, SPROHSA293347, SPROHSA330129, SPROHSA330130, SPROHSA330131, SPROHSA330132
SPROHSA112019	SPROHSA112019	SPROHSA112019		64	false	false		SPROHSA112019		14.06	1.0000	0.9963	0.00000000000000	1	0	1	4	0	4	     0	     0	     0			SPROHSA45160
