Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A2VDF0|FUCM_HUMAN	A2VDF0	FUCM_HUMAN	FUOM	154	false	false	Homo sapiens	Fucose mutarotase	1:Experimental evidence at protein level	6.49	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	false	false	Homo sapiens	CCR4-NOT transcription complex subunit 1	1:Experimental evidence at protein level	2.65	1.0000	0.9989	0.00000000000000	8	8	8	8	8	8	     0	     0	     0			
sp|A6NED2|RCCD1_HUMAN	A6NED2	RCCD1_HUMAN	RCCD1	376	false	false	Homo sapiens	RCC1 domain-containing protein 1	1:Experimental evidence at protein level	2.66	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|A6NHT5|HMX3_HUMAN	A6NHT5	HMX3_HUMAN	HMX3	357	false	false	Homo sapiens	Homeobox protein HMX3	1:Experimental evidence at protein level	2.52	1.0000	0.9901	0.00419790104948	1	1	1	1	1	1	     0	     0	     0			
sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	ZSWM8_HUMAN	ZSWIM8	1837	false	false	Homo sapiens	Zinc finger SWIM domain-containing protein 8	1:Experimental evidence at protein level	0.44	1.0000	0.9955	0.00162008910490	1	1	1	2	2	2	     0	     0	     0	7M(15.9949)		
sp|A8MPS7|YDJC_HUMAN	A8MPS7	YDJC_HUMAN	YDJC	323	false	false	Homo sapiens	Carbohydrate deacetylase	1:Experimental evidence at protein level	2.48	1.0000	0.9771	0.01073122036436	1	1	1	1	1	1	     0	     0	     0			
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	false	false	Homo sapiens	Acyl-coenzyme A diphosphatase NUDT19	1:Experimental evidence at protein level	4.53	1.0000	0.9941	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	1018	false	false	Homo sapiens	Unconventional myosin-Ig	1:Experimental evidence at protein level	1.96	1.0000	0.9984	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|B2RPK0|HGB1A_HUMAN	B2RPK0	HGB1A_HUMAN	HMGB1P1	211	false	false	Homo sapiens	High mobility group protein B1-like 1	1:Experimental evidence at protein level	10.43	1.0000	0.9986	0.00000000000000	3	0	3	3	0	3	     0	     0	     0			sp|P09429|HMGB1_HUMAN
sp|B2RXH8|HNRC2_HUMAN	B2RXH8	HNRC2_HUMAN	HNRNPCL2	293	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein C-like 2	1:Experimental evidence at protein level	4.44	1.0000	0.9988	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			sp|B7ZW38|HNRC3_HUMAN, sp|O60812|HNRC1_HUMAN, sp|P07910|HNRPC_HUMAN, sp|P0DMR1|HNRC4_HUMAN
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein	1:Experimental evidence at protein level	5.25	1.0000	0.9986	0.00000000000000	6	0	6	8	0	8	     0	     0	     0			sp|Q99613|EIF3C_HUMAN
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	false	false	Homo sapiens	Putative WAS protein family homolog 3	1:Experimental evidence at protein level	5.62	1.0000	0.9987	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			sp|Q6VEQ5|WASH2_HUMAN, tr|A0AAG2TVC3|A0AAG2TVC3_HUMAN
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	false	false	Homo sapiens	Kinesin-like protein KIF2A	1:Experimental evidence at protein level	1.27	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	false	false	Homo sapiens	ATP-dependent RNA helicase DDX39A	1:Experimental evidence at protein level	2.81	1.0000	0.9980	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|Q13838|DX39B_HUMAN
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	false	false	Homo sapiens	Unconventional myosin-Ic	1:Experimental evidence at protein level	1.69	1.0000	0.9961	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	false	false	Homo sapiens	HCLS1-associated protein X-1	1:Experimental evidence at protein level	8.24	1.0000	0.9989	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	false	false	Homo sapiens	AH receptor-interacting protein	1:Experimental evidence at protein level	5.45	1.0000	0.9901	0.00419790104948	2	2	2	2	2	2	     0	     0	     0			
sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	false	false	Homo sapiens	Galectin-9	1:Experimental evidence at protein level	6.20	1.0000	0.9987	0.00000000000000	3	2	3	4	2	4	     0	     0	     0			
sp|O00221|IKBE_HUMAN	O00221	IKBE_HUMAN	NFKBIE	500	false	false	Homo sapiens	NF-kappa-B inhibitor epsilon	1:Experimental evidence at protein level	2.40	1.0000	0.9988	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	false	false	Homo sapiens	Copper transport protein ATOX1	1:Experimental evidence at protein level	14.71	1.0000	0.9987	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|O00255|MEN1_HUMAN	O00255	MEN1_HUMAN	MEN1	610	false	false	Homo sapiens	Menin	1:Experimental evidence at protein level	1.64	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	false	false	Homo sapiens	Membrane-associated progesterone receptor component 1	1:Experimental evidence at protein level	5.64	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	false	false	Homo sapiens	Transcription elongation factor SPT5	1:Experimental evidence at protein level	2.67	1.0000	0.9961	0.00162008910490	3	3	3	3	3	3	     0	     0	     0			
sp|O00329|PK3CD_HUMAN	O00329	PK3CD_HUMAN	PIK3CD	1044	false	false	Homo sapiens	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	1:Experimental evidence at protein level	1.82	1.0000	0.9865	0.00633085604184	2	2	2	2	2	2	     0	     0	     0			
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	false	false	Homo sapiens	Eukaryotic elongation factor 2 kinase	1:Experimental evidence at protein level	1.24	1.0000	0.9894	0.00463633729354	1	1	1	1	1	1	     0	     0	     0			
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	false	false	Homo sapiens	Histone deacetylase complex subunit SAP18	1:Experimental evidence at protein level	8.50	1.0000	0.9950	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	false	false	Homo sapiens	Dynamin-1-like protein	1:Experimental evidence at protein level	2.45	1.0000	0.9984	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O00478|BT3A3_HUMAN	O00478	BT3A3_HUMAN	BTN3A3	584	false	false	Homo sapiens	Butyrophilin subfamily 3 member A3	1:Experimental evidence at protein level	1.54	1.0000	0.9969	0.00162008910490	1	0	1	1	0	1	     0	     0	     0			
sp|O00483|CXFA4_HUMAN	O00483	CXFA4_HUMAN	COXFA4	81	false	false	Homo sapiens	Cytochrome c oxidase subunit FA4	1:Experimental evidence at protein level	28.40	1.0000	0.9978	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	false	false	Homo sapiens	Ubiquitin C-terminal hydrolase PSMD14	1:Experimental evidence at protein level	3.23	1.0000	0.9987	0.00000000000000	2	2	2	3	3	3	     0	     0	     0	2M(15.9949)		
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	false	false	Homo sapiens	Importin subunit alpha-4	1:Experimental evidence at protein level	3.84	1.0000	0.9934	0.00347222222222	2	2	2	2	2	2	     0	     0	     0			
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	false	false	Homo sapiens	ATP-dependent RNA helicase DDX3X	1:Experimental evidence at protein level	1.36	1.0000	0.9976	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|O15523|DDX3Y_HUMAN
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	false	false	Homo sapiens	Ribonuclease T2	1:Experimental evidence at protein level	4.30	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00626|CCL22_HUMAN	O00626	CCL22_HUMAN	CCL22	93	false	false	Homo sapiens	C-C motif chemokine 22	1:Experimental evidence at protein level	22.58	1.0000	0.9940	0.00293255131965	4	4	4	6	6	6	     0	     0	     0	1C(119.0041)		
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	false	false	Homo sapiens	Lysosomal alpha-mannosidase	1:Experimental evidence at protein level	3.96	1.0000	0.9990	0.00000000000000	5	5	5	7	7	7	     0	     0	     0	10M(15.9949)		
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	false	false	Homo sapiens	Stearoyl-CoA desaturase	1:Experimental evidence at protein level	5.29	1.0000	0.9988	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|O14524|NEMP1_HUMAN	O14524	NEMP1_HUMAN	NEMP1	444	false	false	Homo sapiens	Nuclear envelope integral membrane protein 1	1:Experimental evidence at protein level	2.03	1.0000	0.9960	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O14578|CTRO_HUMAN	O14578	CTRO_HUMAN	CIT	2027	false	false	Homo sapiens	Citron Rho-interacting kinase	1:Experimental evidence at protein level	0.89	1.0000	0.9947	0.00235109717868	2	2	2	2	2	2	     0	     0	     0			
sp|O14646|CHD1_HUMAN	O14646	CHD1_HUMAN	CHD1	1710	false	false	Homo sapiens	ATP-dependent chromatin remodeler CHD1	1:Experimental evidence at protein level	0.53	1.0000	0.9904	0.00394417475728	1	1	1	1	1	1	     0	     0	     0			
sp|O14730|RIOK3_HUMAN	O14730	RIOK3_HUMAN	RIOK3	519	false	false	Homo sapiens	Serine/threonine-protein kinase RIO3	1:Experimental evidence at protein level	1.93	1.0000	0.9958	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	false	false	Homo sapiens	Tripeptidyl-peptidase 1	1:Experimental evidence at protein level	1.60	1.0000	0.9935	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	APOL1	398	false	false	Homo sapiens	Apolipoprotein L1	1:Experimental evidence at protein level	2.26	1.0000	0.9937	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|O14836|TR13B_HUMAN	O14836	TR13B_HUMAN	TNFRSF13B	293	false	false	Homo sapiens	Tumor necrosis factor receptor superfamily member 13B	1:Experimental evidence at protein level	3.07	1.0000	0.9968	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	false	false	Homo sapiens	Glutathione S-transferase 3, mitochondrial	1:Experimental evidence at protein level	5.92	1.0000	0.9971	0.00162008910490	1	1	1	2	2	2	     0	     0	     0	8M(15.9949)		
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	false	false	Homo sapiens	Inhibitor of nuclear factor kappa-B kinase subunit beta	1:Experimental evidence at protein level	1.32	1.0000	0.9968	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	false	false	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim23	1:Experimental evidence at protein level	9.57	1.0000	0.9975	0.00062893081761	3	2	3	9	5	9	     0	     0	     0	10M(15.9949), 3M(15.9949), 6M(15.9949)		
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	false	false	Homo sapiens	Histone acetyltransferase type B catalytic subunit	1:Experimental evidence at protein level	6.44	1.0000	0.9928	0.00367985280589	3	3	3	4	4	4	     0	     0	     0			
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	false	false	Homo sapiens	Cytochrome b-c1 complex subunit 8	1:Experimental evidence at protein level	10.98	1.0000	0.9981	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	3M(15.9949)		
sp|O14965|AURKA_HUMAN	O14965	AURKA_HUMAN	AURKA	403	false	false	Homo sapiens	Aurora kinase A	1:Experimental evidence at protein level	2.23	1.0000	0.9959	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein D-like	1:Experimental evidence at protein level	1.90	1.0000	0.9985	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	false	false	Homo sapiens	Exportin-1	1:Experimental evidence at protein level	0.84	1.0000	0.9914	0.00367985280589	2	2	2	3	3	3	     0	     0	     0	3M(15.9949)		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	false	false	Homo sapiens	Protein transport protein Sec16A	1:Experimental evidence at protein level	0.47	1.0000	0.9916	0.00367985280589	1	1	1	2	2	2	     0	     0	     0			
sp|O15040|TCPR2_HUMAN	O15040	TCPR2_HUMAN	TECPR2	1411	false	false	Homo sapiens	Tectonin beta-propeller repeat-containing protein 2	1:Experimental evidence at protein level	0.64	1.0000	0.9926	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	false	false	Homo sapiens	U2 snRNP-associated SURP motif-containing protein	1:Experimental evidence at protein level	1.85	1.0000	0.9987	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|O15050|TRNK1_HUMAN	O15050	TRNK1_HUMAN	TRANK1	2925	false	false	Homo sapiens	TPR and ankyrin repeat-containing protein 1	1:Experimental evidence at protein level	0.62	1.0000	0.9909	0.00367985280589	2	2	2	2	2	2	     0	     0	     0			
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 1B	1:Experimental evidence at protein level	2.69	1.0000	0.9955	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 3	1:Experimental evidence at protein level	10.11	1.0000	0.9974	0.00062893081761	2	2	2	3	3	3	     0	     0	     0	8C(119.0041)		
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	false	false	Homo sapiens	DNA-directed RNA polymerases I and III subunit RPAC1	1:Experimental evidence at protein level	6.36	1.0000	0.9969	0.00162008910490	2	2	2	3	3	3	     0	     0	     0			
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	false	false	Homo sapiens	Prefoldin subunit 6	1:Experimental evidence at protein level	14.73	1.0000	0.9985	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	610	false	false	Homo sapiens	WD repeat-containing protein 46	1:Experimental evidence at protein level	3.28	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	false	false	Homo sapiens	Protein CASC3	1:Experimental evidence at protein level	1.85	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	138	false	false	Homo sapiens	Small ribosomal subunit protein uS12m	1:Experimental evidence at protein level	6.52	1.0000	0.9936	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|O15239|NDUA1_HUMAN	O15239	NDUA1_HUMAN	NDUFA1	70	false	false	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	1:Experimental evidence at protein level	14.29	1.0000	0.9975	0.00062893081761	3	3	3	4	4	4	     0	     0	     0			
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	false	false	Homo sapiens	Serine palmitoyltransferase 2	1:Experimental evidence at protein level	3.56	1.0000	0.9977	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	false	false	Homo sapiens	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	1:Experimental evidence at protein level	3.44	1.0000	0.9939	0.00293255131965	4	4	4	4	4	4	     0	     0	     0			
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	false	false	Homo sapiens	Protein phosphatase 1G	1:Experimental evidence at protein level	1.83	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15360|FANCA_HUMAN	O15360	FANCA_HUMAN	FANCA	1455	false	false	Homo sapiens	Fanconi anemia group A protein	1:Experimental evidence at protein level	0.62	1.0000	0.9939	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|O15370|SOX12_HUMAN	O15370	SOX12_HUMAN	SOX12	315	false	false	Homo sapiens	Transcription factor SOX-12	1:Experimental evidence at protein level	4.44	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit D	1:Experimental evidence at protein level	4.01	1.0000	0.9944	0.00265251989390	2	2	2	2	2	2	     0	     0	     0			
sp|O15389|SIGL5_HUMAN	O15389	SIGL5_HUMAN	SIGLEC5	551	false	false	Homo sapiens	Sialic acid-binding Ig-like lectin 5	1:Experimental evidence at protein level	2.00	1.0000	0.9888	0.00463633729354	1	0	1	1	0	1	     0	     0	     0			sp|Q08ET2|SIG14_HUMAN
sp|O15397|IPO8_HUMAN	O15397	IPO8_HUMAN	IPO8	1037	false	false	Homo sapiens	Importin-8	1:Experimental evidence at protein level	3.66	1.0000	0.9987	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	false	false	Homo sapiens	Monocarboxylate transporter 4	1:Experimental evidence at protein level	2.15	1.0000	0.9948	0.00235109717868	2	2	2	2	2	2	     0	     0	     0			
sp|O15439|MRP4_HUMAN	O15439	MRP4_HUMAN	ABCC4	1325	false	false	Homo sapiens	ATP-binding cassette sub-family C member 4	1:Experimental evidence at protein level	1.43	1.0000	0.9934	0.00347222222222	2	2	2	2	2	2	     0	     0	     0			
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 5	1:Experimental evidence at protein level	12.58	1.0000	0.9968	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O15519|CFLAR_HUMAN	O15519	CFLAR_HUMAN	CFLAR	480	false	false	Homo sapiens	CASP8 and FADD-like apoptosis regulator	1:Experimental evidence at protein level	1.88	1.0000	0.9898	0.00419790104948	1	1	1	1	1	1	     0	     0	     0			
sp|O15525|MAFG_HUMAN	O15525	MAFG_HUMAN	MAFG	162	false	false	Homo sapiens	Transcription factor MafG	1:Experimental evidence at protein level	5.56	1.0000	0.9977	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15534|PER1_HUMAN	O15534	PER1_HUMAN	PER1	1290	false	false	Homo sapiens	Period circadian protein homolog 1	1:Experimental evidence at protein level	1.55	1.0000	0.9974	0.00062893081761	2	2	2	2	2	2	     0	     0	     0			
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	false	false	Homo sapiens	ATP-dependent RNA helicase DHX15	1:Experimental evidence at protein level	5.03	1.0000	0.9980	0.00000000000000	4	4	4	4	4	4	     0	     0	     0			
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	false	false	Homo sapiens	mRNA cap guanine-N(7) methyltransferase	1:Experimental evidence at protein level	1.89	1.0000	0.9952	0.00162008910490	1	1	1	2	2	2	     0	     0	     0	1Q(-17.0265)		
sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	false	false	Homo sapiens	TELO2-interacting protein 1 homolog	1:Experimental evidence at protein level	0.92	1.0000	0.9896	0.00444839857651	1	1	1	2	2	2	     0	     0	     0			
sp|O43164|PJA2_HUMAN	O43164	PJA2_HUMAN	PJA2	708	false	false	Homo sapiens	E3 ubiquitin-protein ligase Praja-2	1:Experimental evidence at protein level	1.27	1.0000	0.9807	0.01004119464470	1	0	1	1	0	1	     0	     0	     0			sp|Q8NG27|PJA1_HUMAN
sp|O43166|SI1L1_HUMAN	O43166	SI1L1_HUMAN	SIPA1L1	1804	false	false	Homo sapiens	Signal-induced proliferation-associated 1-like protein 1	1:Experimental evidence at protein level	1.66	1.0000	0.9989	0.00000000000000	3	2	3	3	2	3	     0	     0	     0			
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	false	false	Homo sapiens	D-3-phosphoglycerate dehydrogenase	1:Experimental evidence at protein level	1.69	1.0000	0.9953	0.00162008910490	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|O43187|IRAK2_HUMAN	O43187	IRAK2_HUMAN	IRAK2	625	false	false	Homo sapiens	Interleukin-1 receptor-associated kinase-like 2	1:Experimental evidence at protein level	2.56	1.0000	0.9876	0.00598461100028	2	1	1	2	1	1	     0	     0	     0			
sp|O43196|MSH5_HUMAN	O43196	MSH5_HUMAN	MSH5	834	false	false	Homo sapiens	MutS protein homolog 5	1:Experimental evidence at protein level	1.08	1.0000	0.9930	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 3	1:Experimental evidence at protein level	3.56	1.0000	0.9915	0.00367985280589	2	2	2	2	2	2	     0	     0	     0			
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	false	false	Homo sapiens	U4/U6.U5 tri-snRNP-associated protein 1	1:Experimental evidence at protein level	1.12	1.0000	0.9967	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O43299|AP5Z1_HUMAN	O43299	AP5Z1_HUMAN	AP5Z1	807	false	false	Homo sapiens	AP-5 complex subunit zeta-1	1:Experimental evidence at protein level	1.12	1.0000	0.9973	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
