Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	ZSWM8_HUMAN	ZSWIM8	1837	false	false	Homo sapiens	Zinc finger SWIM domain-containing protein 8	1:Experimental evidence at protein level	0.44	1.0000	0.9955	0.00162008910490	1	1	1	2	2	2	     0	     0	     0	7M(15.9949)		
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	false	false	Homo sapiens	Acyl-coenzyme A diphosphatase NUDT19	1:Experimental evidence at protein level	4.53	1.0000	0.9941	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	1018	false	false	Homo sapiens	Unconventional myosin-Ig	1:Experimental evidence at protein level	0.98	1.0000	0.9984	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|B2RPK0|HGB1A_HUMAN	B2RPK0	HGB1A_HUMAN	HMGB1P1	211	false	false	Homo sapiens	High mobility group protein B1-like 1	1:Experimental evidence at protein level	4.27	1.0000	0.9986	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|P09429|HMGB1_HUMAN
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit C-like protein	1:Experimental evidence at protein level	0.98	1.0000	0.9986	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|Q99613|EIF3C_HUMAN
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	false	false	Homo sapiens	Putative WAS protein family homolog 3	1:Experimental evidence at protein level	3.24	1.0000	0.9987	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|Q6VEQ5|WASH2_HUMAN, tr|A0AAG2TVC3|A0AAG2TVC3_HUMAN
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	false	false	Homo sapiens	ATP-dependent RNA helicase DDX39A	1:Experimental evidence at protein level	2.81	1.0000	0.9980	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|Q13838|DX39B_HUMAN
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	false	false	Homo sapiens	Unconventional myosin-Ic	1:Experimental evidence at protein level	0.85	1.0000	0.9961	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	false	false	Homo sapiens	HCLS1-associated protein X-1	1:Experimental evidence at protein level	5.02	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	false	false	Homo sapiens	AH receptor-interacting protein	1:Experimental evidence at protein level	5.45	1.0000	0.9901	0.00419790104948	2	2	2	2	2	2	     0	     0	     0			
sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	false	false	Homo sapiens	Galectin-9	1:Experimental evidence at protein level	3.10	1.0000	0.9987	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
sp|O00221|IKBE_HUMAN	O00221	IKBE_HUMAN	NFKBIE	500	false	false	Homo sapiens	NF-kappa-B inhibitor epsilon	1:Experimental evidence at protein level	4.20	1.0000	0.9988	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	false	false	Homo sapiens	Copper transport protein ATOX1	1:Experimental evidence at protein level	14.71	1.0000	0.9987	0.00000000000000	1	1	1	4	4	4	     0	     0	     0			
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	false	false	Homo sapiens	Transcription elongation factor SPT5	1:Experimental evidence at protein level	0.92	1.0000	0.9961	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	false	false	Homo sapiens	Importin-5	1:Experimental evidence at protein level	1.09	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	false	false	Homo sapiens	Eukaryotic elongation factor 2 kinase	1:Experimental evidence at protein level	1.52	1.0000	0.9894	0.00463633729354	1	1	1	1	1	1	     0	     0	     0			
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	false	false	Homo sapiens	Dynamin-1-like protein	1:Experimental evidence at protein level	1.22	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	false	false	Homo sapiens	Ubiquitin C-terminal hydrolase PSMD14	1:Experimental evidence at protein level	2.90	1.0000	0.9987	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	2M(15.9949)		
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	false	false	Homo sapiens	Importin subunit alpha-4	1:Experimental evidence at protein level	2.11	1.0000	0.9934	0.00347222222222	1	1	1	1	1	1	     0	     0	     0			
sp|O00626|CCL22_HUMAN	O00626	CCL22_HUMAN	CCL22	93	false	false	Homo sapiens	C-C motif chemokine 22	1:Experimental evidence at protein level	9.68	1.0000	0.9940	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	false	false	Homo sapiens	Lysosomal alpha-mannosidase	1:Experimental evidence at protein level	1.48	1.0000	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	10M(15.9949)		
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	false	false	Homo sapiens	Stearoyl-CoA desaturase	1:Experimental evidence at protein level	5.01	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O14578|CTRO_HUMAN	O14578	CTRO_HUMAN	CIT	2027	false	false	Homo sapiens	Citron Rho-interacting kinase	1:Experimental evidence at protein level	0.44	1.0000	0.9947	0.00235109717868	1	1	1	1	1	1	     0	     0	     0			
sp|O14730|RIOK3_HUMAN	O14730	RIOK3_HUMAN	RIOK3	519	false	false	Homo sapiens	Serine/threonine-protein kinase RIO3	1:Experimental evidence at protein level	1.93	1.0000	0.9958	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O14836|TR13B_HUMAN	O14836	TR13B_HUMAN	TNFRSF13B	293	false	false	Homo sapiens	Tumor necrosis factor receptor superfamily member 13B	1:Experimental evidence at protein level	3.07	1.0000	0.9968	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	false	false	Homo sapiens	Glutathione S-transferase 3, mitochondrial	1:Experimental evidence at protein level	5.92	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0	8M(15.9949)		
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	false	false	Homo sapiens	Inhibitor of nuclear factor kappa-B kinase subunit beta	1:Experimental evidence at protein level	1.32	1.0000	0.9968	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	false	false	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim23	1:Experimental evidence at protein level	9.57	1.0000	0.9975	0.00062893081761	3	2	3	3	2	3	     0	     0	     0			
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	false	false	Homo sapiens	Histone acetyltransferase type B catalytic subunit	1:Experimental evidence at protein level	2.15	1.0000	0.9928	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	false	false	Homo sapiens	U2 snRNP-associated SURP motif-containing protein	1:Experimental evidence at protein level	1.85	1.0000	0.9987	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|O15050|TRNK1_HUMAN	O15050	TRNK1_HUMAN	TRANK1	2925	false	false	Homo sapiens	TPR and ankyrin repeat-containing protein 1	1:Experimental evidence at protein level	0.31	1.0000	0.9909	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	false	false	Homo sapiens	DNA-directed RNA polymerases I and III subunit RPAC1	1:Experimental evidence at protein level	3.18	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	false	false	Homo sapiens	Prefoldin subunit 6	1:Experimental evidence at protein level	14.73	1.0000	0.9985	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	610	false	false	Homo sapiens	WD repeat-containing protein 46	1:Experimental evidence at protein level	3.44	1.0000	0.9988	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	false	false	Homo sapiens	Protein CASC3	1:Experimental evidence at protein level	1.85	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15239|NDUA1_HUMAN	O15239	NDUA1_HUMAN	NDUFA1	70	false	false	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	1:Experimental evidence at protein level	14.29	1.0000	0.9975	0.00062893081761	1	1	1	2	2	2	     0	     0	     0			
sp|O15304|SIVA_HUMAN	O15304	SIVA_HUMAN	SIVA1	175	false	false	Homo sapiens	Apoptosis regulatory protein Siva	1:Experimental evidence at protein level	5.14	1.0000	0.9939	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	false	false	Homo sapiens	Protein phosphatase 1G	1:Experimental evidence at protein level	1.83	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15370|SOX12_HUMAN	O15370	SOX12_HUMAN	SOX12	315	false	false	Homo sapiens	Transcription factor SOX-12	1:Experimental evidence at protein level	4.44	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15381|NVL_HUMAN	O15381	NVL_HUMAN	NVL	856	false	false	Homo sapiens	Nuclear valosin-containing protein-like	1:Experimental evidence at protein level	1.05	1.0000	0.9973	0.00162008910490	1	1	1	1	1	1	     0	     0	     0	8C(119.0041)		
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	false	false	Homo sapiens	Monocarboxylate transporter 4	1:Experimental evidence at protein level	2.15	1.0000	0.9948	0.00235109717868	2	2	2	2	2	2	     0	     0	     0			
sp|O15439|MRP4_HUMAN	O15439	MRP4_HUMAN	ABCC4	1325	false	false	Homo sapiens	ATP-binding cassette sub-family C member 4	1:Experimental evidence at protein level	0.75	1.0000	0.9934	0.00347222222222	1	1	1	1	1	1	     0	     0	     0			
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 5	1:Experimental evidence at protein level	6.62	1.0000	0.9968	0.00162008910490	1	1	1	3	3	3	     0	     0	     0			
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	false	false	Homo sapiens	Tapasin	1:Experimental evidence at protein level	2.46	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	false	false	Homo sapiens	ATP-dependent RNA helicase DHX15	1:Experimental evidence at protein level	3.77	1.0000	0.9980	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	false	false	Homo sapiens	TELO2-interacting protein 1 homolog	1:Experimental evidence at protein level	1.74	1.0000	0.9896	0.00444839857651	2	2	2	3	3	3	     0	     0	     0	7C(119.0041)		
sp|O43164|PJA2_HUMAN	O43164	PJA2_HUMAN	PJA2	708	false	false	Homo sapiens	E3 ubiquitin-protein ligase Praja-2	1:Experimental evidence at protein level	1.27	1.0000	0.9807	0.01004119464470	1	0	1	1	0	1	     0	     0	     0			sp|Q8NG27|PJA1_HUMAN
sp|O43166|SI1L1_HUMAN	O43166	SI1L1_HUMAN	SIPA1L1	1804	false	false	Homo sapiens	Signal-induced proliferation-associated 1-like protein 1	1:Experimental evidence at protein level	0.61	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
sp|O43187|IRAK2_HUMAN	O43187	IRAK2_HUMAN	IRAK2	625	false	false	Homo sapiens	Interleukin-1 receptor-associated kinase-like 2	1:Experimental evidence at protein level	1.28	1.0000	0.9876	0.00598461100028	1	1	1	1	1	1	     0	     0	     0			
sp|O43318|M3K7_HUMAN	O43318	M3K7_HUMAN	MAP3K7	606	false	false	Homo sapiens	Mitogen-activated protein kinase kinase kinase 7	1:Experimental evidence at protein level	1.98	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O43325|LYRM1_HUMAN	O43325	LYRM1_HUMAN	LYRM1	122	false	false	Homo sapiens	LYR motif-containing protein 1	1:Experimental evidence at protein level	7.38	1.0000	0.9963	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	false	false	Homo sapiens	Tumor protein D54	1:Experimental evidence at protein level	6.80	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	false	false	Homo sapiens	Eukaryotic translation initiation factor 4 gamma 3	1:Experimental evidence at protein level	1.20	1.0000	0.9989	0.00000000000000	3	3	3	6	6	6	     0	     0	     0	1Q(-17.0265), 6M(15.9949)		
sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	false	false	Homo sapiens	Pleiotropic regulator 1	1:Experimental evidence at protein level	3.50	1.0000	0.9955	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O43665|RGS10_HUMAN	O43665	RGS10_HUMAN	RGS10	181	false	false	Homo sapiens	Regulator of G protein signaling 10	1:Experimental evidence at protein level	6.08	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O43683|BUB1_HUMAN	O43683	BUB1_HUMAN	BUB1	1085	false	false	Homo sapiens	Mitotic checkpoint serine/threonine-protein kinase BUB1	1:Experimental evidence at protein level	0.83	1.0000	0.9983	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O43734|CIKS_HUMAN	O43734	CIKS_HUMAN	TRAF3IP2	574	false	false	Homo sapiens	E3 ubiquitin ligase TRAF3IP2	1:Experimental evidence at protein level	4.18	1.0000	0.9985	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	false	false	Homo sapiens	Asparagine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	2.01	1.0000	0.9972	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O43920|NDUS5_HUMAN	O43920	NDUS5_HUMAN	NDUFS5	106	false	false	Homo sapiens	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1:Experimental evidence at protein level	9.43	1.0000	0.9979	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|O43924|PDE6D_HUMAN	O43924	PDE6D_HUMAN	PDE6D	150	false	false	Homo sapiens	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	1:Experimental evidence at protein level	6.00	1.0000	0.9949	0.00235109717868	1	1	1	1	1	1	     0	     0	     0			
sp|O60231|DHX16_HUMAN	O60231	DHX16_HUMAN	DHX16	1041	false	false	Homo sapiens	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1:Experimental evidence at protein level	0.86	1.0000	0.9953	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1:Experimental evidence at protein level	0.86	1.0000	0.9979	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O60266|ADCY3_HUMAN	O60266	ADCY3_HUMAN	ADCY3	1144	false	false	Homo sapiens	Adenylate cyclase type 3	1:Experimental evidence at protein level	1.66	1.0000	0.9980	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	false	false	Homo sapiens	Dynamin-like GTPase OPA1, mitochondrial	1:Experimental evidence at protein level	1.25	1.0000	0.9972	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O60337|MARH6_HUMAN	O60337	MARH6_HUMAN	MARCHF6	910	false	false	Homo sapiens	E3 ubiquitin-protein ligase MARCHF6	1:Experimental evidence at protein level	1.10	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	false	false	Homo sapiens	Long-chain-fatty-acid--CoA ligase 4	1:Experimental evidence at protein level	2.81	1.0000	0.9990	0.00000000000000	3	3	3	6	6	6	     0	     0	     0			
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	false	false	Homo sapiens	Sorting nexin-3	1:Experimental evidence at protein level	6.79	1.0000	0.9974	0.00062893081761	2	2	2	2	2	2	     0	     0	     0			
sp|O60502|OGA_HUMAN	O60502	OGA_HUMAN	OGA	916	false	false	Homo sapiens	Protein O-GlcNAcase	1:Experimental evidence at protein level	1.09	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein Q	1:Experimental evidence at protein level	3.21	1.0000	0.9988	0.00000000000000	2	1	2	4	2	4	     0	     0	     0			
sp|O60518|RNBP6_HUMAN	O60518	RNBP6_HUMAN	RANBP6	1105	false	false	Homo sapiens	Ran-binding protein 6	1:Experimental evidence at protein level	0.90	1.0000	0.9977	0.00000000000000	1	1	1	3	3	3	     0	     0	     0	1M(15.9949)		
sp|O60566|BUB1B_HUMAN	O60566	BUB1B_HUMAN	BUB1B	1050	false	false	Homo sapiens	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	1:Experimental evidence at protein level	0.95	1.0000	0.9944	0.00265251989390	1	1	1	1	1	1	     0	     0	     0			
sp|O60667|FCMR_HUMAN	O60667	FCMR_HUMAN	FCMR	390	false	false	Homo sapiens	Immunoglobulin mu Fc receptor	1:Experimental evidence at protein level	4.87	1.0000	0.9982	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|O60671|RAD1_HUMAN	O60671	RAD1_HUMAN	RAD1	282	false	false	Homo sapiens	Cell cycle checkpoint protein RAD1	1:Experimental evidence at protein level	3.19	1.0000	0.9898	0.00419790104948	1	1	1	1	1	1	     0	     0	     0			
sp|O60682|MUSC_HUMAN	O60682	MUSC_HUMAN	MSC	206	false	false	Homo sapiens	Musculin	1:Experimental evidence at protein level	4.37	1.0000	0.9963	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O60711|LPXN_HUMAN	O60711	LPXN_HUMAN	LPXN	386	false	false	Homo sapiens	Leupaxin	1:Experimental evidence at protein level	8.03	1.0000	0.9984	0.00000000000000	3	3	3	5	5	5	     0	     0	     0	11M(15.9949)		
sp|O60762|DPM1_HUMAN	O60762	DPM1_HUMAN	DPM1	260	false	false	Homo sapiens	Dolichol-phosphate mannosyltransferase subunit 1	1:Experimental evidence at protein level	3.46	1.0000	0.9973	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	false	false	Homo sapiens	General vesicular transport factor p115	1:Experimental evidence at protein level	0.94	1.0000	0.9965	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	false	false	Homo sapiens	Histone H2B type 1-K	1:Experimental evidence at protein level	16.67	1.0000	0.9989	0.00000000000000	3	0	3	4	0	4	     0	     0	     0			
sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	false	false	Homo sapiens	Endothelial differentiation-related factor 1	1:Experimental evidence at protein level	8.78	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O60870|KIN17_HUMAN	O60870	KIN17_HUMAN	KIN	393	false	false	Homo sapiens	DNA/RNA-binding protein KIN17	1:Experimental evidence at protein level	2.29	1.0000	0.9954	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O75164|KDM4A_HUMAN	O75164	KDM4A_HUMAN	KDM4A	1064	false	false	Homo sapiens	Lysine-specific demethylase 4A	1:Experimental evidence at protein level	0.85	1.0000	0.9928	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O75179|ANR17_HUMAN	O75179	ANR17_HUMAN	ANKRD17	2603	false	false	Homo sapiens	Ankyrin repeat domain-containing protein 17	1:Experimental evidence at protein level	0.35	1.0000	0.9927	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|O75319|DUS11_HUMAN	O75319	DUS11_HUMAN	DUSP11	330	false	false	Homo sapiens	RNA/RNP complex-1-interacting phosphatase	1:Experimental evidence at protein level	3.64	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O75326|SEM7A_HUMAN	O75326	SEM7A_HUMAN	SEMA7A	666	false	false	Homo sapiens	Semaphorin-7A	1:Experimental evidence at protein level	2.55	1.0000	0.9989	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|O75376|NCOR1_HUMAN	O75376	NCOR1_HUMAN	NCOR1	2440	false	false	Homo sapiens	Nuclear receptor corepressor 1	1:Experimental evidence at protein level	0.37	1.0000	0.9978	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O75400|PR40A_HUMAN	O75400	PR40A_HUMAN	PRPF40A	957	false	false	Homo sapiens	Pre-mRNA-processing factor 40 homolog A	1:Experimental evidence at protein level	0.94	1.0000	0.9965	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|O75420|GGYF1_HUMAN	O75420	GGYF1_HUMAN	GIGYF1	1035	false	false	Homo sapiens	GRB10-interacting GYF protein 1	1:Experimental evidence at protein level	0.87	1.0000	0.9847	0.00703844071467	1	1	1	1	1	1	     0	     0	     0			
sp|O75531|BAF_HUMAN	O75531	BAF_HUMAN	BANF1	89	false	false	Homo sapiens	Barrier-to-autointegration factor	1:Experimental evidence at protein level	11.24	1.0000	0.9973	0.00162008910490	2	2	2	2	2	2	     0	     0	     0			
sp|O75534|CSDE1_HUMAN	O75534	CSDE1_HUMAN	CSDE1	798	false	false	Homo sapiens	Cold shock domain-containing protein E1	1:Experimental evidence at protein level	2.63	1.0000	0.9986	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
