Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
SPROHSA106879	SPROHSA106879	SPROHSA106879		58	false	false		SPROHSA106879		22.41	1.0000	0.9986	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA12066, SPROHSA217167, SPROHSA223055, SPROHSA23315, SPROHSA244833, SPROHSA288769, SPROHSA296064, SPROHSA320298, SPROHSA355506, SPROHSA36184, SPROHSA65059, SPROHSA80101
SPROHSA106923	SPROHSA106923	SPROHSA106923		47	false	false		SPROHSA106923		21.28	1.0000	0.9984	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA121613, SPROHSA179762, SPROHSA295148, SPROHSA302758
SPROHSA107067	SPROHSA107067	SPROHSA107067		58	false	false		SPROHSA107067		20.69	1.0000	0.9965	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA178358, SPROHSA178361, SPROHSA206682, SPROHSA230220, SPROHSA249795, SPROHSA273515, SPROHSA30543, SPROHSA308609, SPROHSA318935, SPROHSA328679, SPROHSA372847, SPROHSA376571, SPROHSA388901, SPROHSA44124, SPROHSA70627, SPROHSA72187, SPROHSA88276, SPROHSA91512
SPROHSA107501	SPROHSA107501	SPROHSA107501		95	false	false		SPROHSA107501		11.58	1.0000	0.9883	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA107505, SPROHSA12516, SPROHSA213862, SPROHSA213863, SPROHSA230264, SPROHSA329069
SPROHSA1079	SPROHSA1079	SPROHSA1079		55	false	false		SPROHSA1079		21.82	1.0000	0.9914	0.00083194675541	1	0	1	2	0	2	     0	     0	     0	1Q(-17.0265)		SPROHSA110036, SPROHSA147903, SPROHSA147904, SPROHSA149541, SPROHSA162845, SPROHSA162846, SPROHSA162847, SPROHSA241092, SPROHSA29074, SPROHSA319778, SPROHSA319779, SPROHSA319780, SPROHSA328506, SPROHSA328507, SPROHSA355535, SPROHSA39266, SPROHSA8831
SPROHSA10808	SPROHSA10808	SPROHSA10808		29	false	false		SPROHSA10808		31.03	1.0000	0.9948	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA10809, SPROHSA144818, SPROHSA144819, SPROHSA155928, SPROHSA158530, SPROHSA244040, SPROHSA2602, SPROHSA361473, SPROHSA387884, SPROHSA387885, SPROHSA65056, SPROHSA65057, SPROHSA76373
SPROHSA108601	SPROHSA108601	SPROHSA108601		54	false	false		SPROHSA108601		25.93	1.0000	0.9985	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA161420, SPROHSA347440, SPROHSA383043, SPROHSA56731
SPROHSA109008	SPROHSA109008	SPROHSA109008		90	false	false		SPROHSA109008		14.44	1.0000	0.9979	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA163065
SPROHSA109395	SPROHSA109395	SPROHSA109395		88	false	false		SPROHSA109395		10.23	1.0000	0.9963	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA226254, SPROHSA226255, SPROHSA226256, SPROHSA252332
SPROHSA10943	SPROHSA10943	SPROHSA10943		75	false	false		SPROHSA10943		18.67	1.0000	0.9945	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA243788, SPROHSA273859, SPROHSA27812, SPROHSA292304, SPROHSA304111, SPROHSA310726, SPROHSA310727, SPROHSA310728, SPROHSA322995, SPROHSA330702, SPROHSA330703, SPROHSA355244, SPROHSA64779, SPROHSA64780, SPROHSA64781, SPROHSA74708, SPROHSA82859
SPROHSA109714	SPROHSA109714	SPROHSA109714		97	false	false		SPROHSA109714		15.46	1.0000	0.9945	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA170485
SPROHSA110132	SPROHSA110132	SPROHSA110132		85	false	false		SPROHSA110132		12.94	1.0000	0.9980	0.00000000000000	1	0	0	1	0	0	     0	     0	     0			SPROHSA230296, SPROHSA261158
SPROHSA110383	SPROHSA110383	SPROHSA110383		67	false	false		SPROHSA110383		17.91	1.0000	0.9963	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA116989, SPROHSA12326, SPROHSA141183, SPROHSA285566, SPROHSA301448, SPROHSA345541
SPROHSA110423	SPROHSA110423	SPROHSA110423		98	false	false		SPROHSA110423		10.20	1.0000	0.9891	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			
SPROHSA11056	SPROHSA11056	SPROHSA11056		93	false	false		SPROHSA11056		20.43	1.0000	0.9976	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA181546, SPROHSA305960, SPROHSA321550, SPROHSA377941, SPROHSA76612
SPROHSA110642	SPROHSA110642	SPROHSA110642		46	false	false		SPROHSA110642		30.43	1.0000	0.9934	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA114415, SPROHSA137990, SPROHSA138962, SPROHSA138963, SPROHSA243828
SPROHSA110748	SPROHSA110748	SPROHSA110748		80	false	false		SPROHSA110748		12.50	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
SPROHSA111115	SPROHSA111115	SPROHSA111115		73	false	false		SPROHSA111115		16.44	1.0000	0.9981	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA127888, SPROHSA209747, SPROHSA341567, SPROHSA343291, SPROHSA383376, SPROHSA47732, SPROHSA53385
SPROHSA11122	SPROHSA11122	SPROHSA11122		73	false	false		SPROHSA11122		27.40	1.0000	0.9974	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA174272, SPROHSA83101
SPROHSA111513	SPROHSA111513	SPROHSA111513		83	false	false		SPROHSA111513		25.30	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0	14M(15.9949)		SPROHSA13519, SPROHSA136682, SPROHSA136684, SPROHSA210028, SPROHSA289430, SPROHSA349171, SPROHSA44546, SPROHSA64485, SPROHSA7700, SPROHSA81887, SPROHSA81889
SPROHSA111524	SPROHSA111524	SPROHSA111524		81	false	false		SPROHSA111524		11.11	1.0000	0.9945	0.00000000000000	1	0	1	3	0	3	     0	     0	     0			SPROHSA254661, SPROHSA357441
SPROHSA111597	SPROHSA111597	SPROHSA111597		23	false	false		SPROHSA111597		39.13	1.0000	0.9963	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	1Q(-17.0265)		SPROHSA127490, SPROHSA163599, SPROHSA172593, SPROHSA29896, SPROHSA326813, SPROHSA335500, SPROHSA381408, SPROHSA72773, SPROHSA91650
SPROHSA111703	SPROHSA111703	SPROHSA111703		69	false	false		SPROHSA111703		21.74	1.0000	0.9957	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA113061, SPROHSA115004, SPROHSA129703, SPROHSA129705, SPROHSA176646, SPROHSA229296, SPROHSA229298, SPROHSA261181, SPROHSA261183, SPROHSA281402, SPROHSA281403, SPROHSA308715, SPROHSA338172, SPROHSA368289, SPROHSA42613, SPROHSA42615, SPROHSA5517, SPROHSA92365, SPROHSA92366
SPROHSA111838	SPROHSA111838	SPROHSA111838		100	false	false		SPROHSA111838		10.00	1.0000	0.9983	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA175839, SPROHSA32428
SPROHSA111998	SPROHSA111998	SPROHSA111998		42	false	false		SPROHSA111998		21.43	1.0000	0.9882	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA111999, SPROHSA112000, SPROHSA138496, SPROHSA182451, SPROHSA182452, SPROHSA182453, SPROHSA23369, SPROHSA23370, SPROHSA293345, SPROHSA293346, SPROHSA293347, SPROHSA330129, SPROHSA330130, SPROHSA330131, SPROHSA330132
SPROHSA112019	SPROHSA112019	SPROHSA112019		64	false	false		SPROHSA112019		14.06	1.0000	0.9963	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA45160
SPROHSA112140	SPROHSA112140	SPROHSA112140		96	false	false		SPROHSA112140		14.58	1.0000	0.9982	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA193317, SPROHSA209144, SPROHSA233880, SPROHSA251000, SPROHSA321050, SPROHSA328013, SPROHSA34344, SPROHSA35649, SPROHSA356871, SPROHSA357868, SPROHSA39696
SPROHSA112302	SPROHSA112302	SPROHSA112302		91	false	false		SPROHSA112302		9.89	1.0000	0.9671	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA43417
SPROHSA112686	SPROHSA112686	SPROHSA112686		40	false	false		SPROHSA112686		22.50	1.0000	0.9941	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA118997, SPROHSA157261, SPROHSA186546, SPROHSA186547, SPROHSA284031, SPROHSA284600
SPROHSA112822	SPROHSA112822	SPROHSA112822		29	false	false		SPROHSA112822		31.03	1.0000	0.9745	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA112823, SPROHSA131753, SPROHSA131754, SPROHSA203391, SPROHSA203392, SPROHSA280869
SPROHSA112990	SPROHSA112990	SPROHSA112990		92	false	false		SPROHSA112990		10.87	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
SPROHSA113142	SPROHSA113142	SPROHSA113142		91	false	false		SPROHSA113142		17.58	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA143651, SPROHSA143653, SPROHSA147476, SPROHSA147632, SPROHSA2195, SPROHSA233975, SPROHSA234701, SPROHSA251824, SPROHSA260355, SPROHSA2676, SPROHSA281616, SPROHSA289863, SPROHSA289864, SPROHSA346554, SPROHSA51791
SPROHSA113464	SPROHSA113464	SPROHSA113464		66	false	false		SPROHSA113464		13.64	1.0000	0.9884	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA115280, SPROHSA124526, SPROHSA125383, SPROHSA130238, SPROHSA130239, SPROHSA133587, SPROHSA157374, SPROHSA209018, SPROHSA241222, SPROHSA289411, SPROHSA317036, SPROHSA325190, SPROHSA347723, SPROHSA348565, SPROHSA351520, SPROHSA358978, SPROHSA389449
SPROHSA113618	SPROHSA113618	SPROHSA113618		66	false	false		SPROHSA113618		13.64	1.0000	0.9982	0.00000000000000	1	0	1	4	0	4	     0	     0	     0			SPROHSA135304, SPROHSA135305, SPROHSA169090, SPROHSA266252, SPROHSA275770, SPROHSA278242, SPROHSA303567, SPROHSA315042, SPROHSA317234, SPROHSA377350, SPROHSA50805
SPROHSA113641	SPROHSA113641	SPROHSA113641		64	false	false		SPROHSA113641		23.44	1.0000	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0	10M(15.9949)		SPROHSA279302, SPROHSA380873, SPROHSA84966
SPROHSA114225	SPROHSA114225	SPROHSA114225		47	false	false		SPROHSA114225		19.15	1.0000	0.9921	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA118398, SPROHSA199529, SPROHSA21572, SPROHSA21573, SPROHSA231695, SPROHSA231696, SPROHSA235452, SPROHSA26265, SPROHSA289287, SPROHSA292620, SPROHSA29891, SPROHSA31389, SPROHSA31654, SPROHSA33069, SPROHSA354703, SPROHSA354946, SPROHSA354947, SPROHSA356949, SPROHSA360105, SPROHSA360106, SPROHSA360130, SPROHSA368448, SPROHSA45636, SPROHSA8196
SPROHSA114234	SPROHSA114234	SPROHSA114234		99	false	false		SPROHSA114234		9.09	1.0000	0.9813	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA189335, SPROHSA259690, SPROHSA3072, SPROHSA77162, SPROHSA922
SPROHSA11429	SPROHSA11429	SPROHSA11429		89	false	false		SPROHSA11429		11.24	1.0000	0.9666	0.00288184438040	1	1	1	1	1	1	     0	     0	     0	4C(119.0041)		
SPROHSA11485	SPROHSA11485	SPROHSA11485		98	false	false		SPROHSA11485		13.27	1.0000	0.9989	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA317082, SPROHSA321723, SPROHSA321724
SPROHSA115111	SPROHSA115111	SPROHSA115111		66	false	false		SPROHSA115111		13.64	1.0000	0.9820	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA158855, SPROHSA158856, SPROHSA181356, SPROHSA42407
SPROHSA116960	SPROHSA116960	SPROHSA116960		66	false	false		SPROHSA116960		28.79	1.0000	0.9984	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA122135, SPROHSA12587, SPROHSA129501, SPROHSA157467, SPROHSA266268, SPROHSA279084, SPROHSA301701, SPROHSA303935, SPROHSA42070
SPROHSA117173	SPROHSA117173	SPROHSA117173		65	false	false		SPROHSA117173		15.38	1.0000	0.9808	0.00144822592324	2	0	2	2	0	2	     0	     0	     0			SPROHSA132811, SPROHSA132812, SPROHSA132813, SPROHSA175616, SPROHSA187158, SPROHSA187159, SPROHSA240843, SPROHSA39659
SPROHSA117174	SPROHSA117174	SPROHSA117174		95	false	false		SPROHSA117174		9.47	1.0000	0.9806	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA231581, SPROHSA231595, SPROHSA387807
SPROHSA117292	SPROHSA117292	SPROHSA117292		73	false	false		SPROHSA117292		16.44	1.0000	0.9952	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA117293, SPROHSA147538, SPROHSA147539, SPROHSA158836, SPROHSA179963, SPROHSA179964, SPROHSA329745, SPROHSA329746
SPROHSA117327	SPROHSA117327	SPROHSA117327		100	false	false		SPROHSA117327		10.00	1.0000	0.9953	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA128859, SPROHSA156093, SPROHSA26956, SPROHSA339543, SPROHSA34701, SPROHSA85420
SPROHSA117623	SPROHSA117623	SPROHSA117623		71	false	false		SPROHSA117623		12.68	1.0000	0.9774	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA120137, SPROHSA13579, SPROHSA141301, SPROHSA191759, SPROHSA217230, SPROHSA217231, SPROHSA221035, SPROHSA237813, SPROHSA23999, SPROHSA267784, SPROHSA267785
SPROHSA117633	SPROHSA117633	SPROHSA117633		94	false	false		SPROHSA117633		36.17	1.0000	0.9990	0.00000000000000	3	0	3	4	0	4	     0	     0	     0	6M(15.9949)		SPROHSA1922, SPROHSA223990, SPROHSA285838, SPROHSA36354
SPROHSA117641	SPROHSA117641	SPROHSA117641		65	false	false		SPROHSA117641		30.77	1.0000	0.9986	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			SPROHSA1937, SPROHSA201071, SPROHSA225625, SPROHSA251812, SPROHSA51724
SPROHSA118359	SPROHSA118359	SPROHSA118359		94	false	false		SPROHSA118359		11.70	1.0000	0.9958	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA159140, SPROHSA170957, SPROHSA212309, SPROHSA223664
SPROHSA119737	SPROHSA119737	SPROHSA119737		96	false	false		SPROHSA119737		12.50	1.0000	0.9990	0.00000000000000	1	0	1	3	0	3	     0	     0	     0			SPROHSA137077, SPROHSA157615, SPROHSA188584, SPROHSA207608, SPROHSA232712, SPROHSA240194, SPROHSA254439, SPROHSA298435, SPROHSA70552, SPROHSA8280
SPROHSA119924	SPROHSA119924	SPROHSA119924		81	false	false		SPROHSA119924		12.35	1.0000	0.9972	0.00000000000000	1	0	1	3	0	3	     0	     0	     0			SPROHSA119926, SPROHSA119930, SPROHSA165049, SPROHSA165051, SPROHSA165055, SPROHSA271064, SPROHSA271067, SPROHSA291655, SPROHSA327289, SPROHSA327294, SPROHSA378109
SPROHSA120071	SPROHSA120071	SPROHSA120071		75	false	false		SPROHSA120071		13.33	1.0000	0.9938	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA136738, SPROHSA207038, SPROHSA29979
SPROHSA120131	SPROHSA120131	SPROHSA120131		100	false	false		SPROHSA120131		9.00	1.0000	0.9313	0.01247848537005	1	1	1	1	1	1	     0	     0	     0			
SPROHSA120370	SPROHSA120370	SPROHSA120370		96	false	false		SPROHSA120370		11.46	1.0000	0.9967	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
SPROHSA120926	SPROHSA120926	SPROHSA120926		95	false	false		SPROHSA120926		18.95	1.0000	0.9990	0.00000000000000	1	0	1	9	0	9	     0	     0	     0	1Q(-17.0265), 9M(15.9949)		SPROHSA141776, SPROHSA20219, SPROHSA22467, SPROHSA229661, SPROHSA261663, SPROHSA266084
SPROHSA121523	SPROHSA121523	SPROHSA121523		89	false	false		SPROHSA121523		10.11	1.0000	0.9812	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA31276, SPROHSA31277, SPROHSA345189, SPROHSA345190, SPROHSA370308, SPROHSA51106, SPROHSA51107
SPROHSA122057	SPROHSA122057	SPROHSA122057		93	false	false		SPROHSA122057		9.68	1.0000	0.9970	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA170511, SPROHSA260244, SPROHSA2669, SPROHSA32726, SPROHSA4445, SPROHSA68278, SPROHSA82511, SPROHSA95502, SPROHSA97279
SPROHSA122622	SPROHSA122622	SPROHSA122622		69	false	false		SPROHSA122622		13.04	1.0000	0.9939	0.00000000000000	1	0	1	4	0	4	     0	     0	     0	8M(15.9949)		SPROHSA240886, SPROHSA292453, SPROHSA368837, SPROHSA41662
SPROHSA124174	SPROHSA124174	SPROHSA124174		94	false	false		SPROHSA124174		10.64	1.0000	0.9971	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA126394, SPROHSA142708, SPROHSA267494, SPROHSA327420, SPROHSA329605, SPROHSA34433, SPROHSA381681, SPROHSA51493, SPROHSA63576
SPROHSA124232	SPROHSA124232	SPROHSA124232		92	false	false		SPROHSA124232		10.87	1.0000	0.9862	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA199538, SPROHSA199539
SPROHSA12427	SPROHSA12427	SPROHSA12427		44	false	false		SPROHSA12427		20.45	1.0000	0.9777	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA12586, SPROHSA129417, SPROHSA12982, SPROHSA159927, SPROHSA26487, SPROHSA337027, SPROHSA350520, SPROHSA363193
SPROHSA124781	SPROHSA124781	SPROHSA124781		95	false	false		SPROHSA124781		10.53	1.0000	0.9947	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA130255, SPROHSA163758, SPROHSA263529, SPROHSA330080, SPROHSA366021
SPROHSA124992	SPROHSA124992	SPROHSA124992		84	false	false		SPROHSA124992		25.00	1.0000	0.9990	0.00000000000000	3	0	3	4	0	4	     0	     0	     0			SPROHSA13811, SPROHSA27273, SPROHSA337618
SPROHSA125254	SPROHSA125254	SPROHSA125254		45	false	false		SPROHSA125254		24.44	1.0000	0.9959	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA276553
SPROHSA125536	SPROHSA125536	SPROHSA125536		93	false	false		SPROHSA125536		11.83	1.0000	0.9658	0.00339558573854	1	0	1	2	0	2	     0	     0	     0	3M(15.9949)		SPROHSA160195, SPROHSA222843, SPROHSA243675
